pdbid,sample_size,preset,avg_abag_dockq,avg_ranking_confidence,avg_min_pmidockq,avg_TM_normalized_reference
8wcg,1,sample1,0.8628,0.8628,0.8628,0.8628
8wcg,2,sample1,0.8736000000000002,0.8596,0.8473999999999999,0.8718
8wcg,3,sample1,0.8786,0.8607999999999998,0.8443999999999998,0.8776
8wcg,4,sample1,0.8808,0.8664000000000001,0.8440000000000001,0.8789999999999999
8wcg,5,sample1,0.882,0.8697999999999999,0.8478,0.88
8wcg,6,sample1,0.8816000000000002,0.8662000000000001,0.8332000000000002,0.8794000000000001
8wcg,7,sample1,0.8842,0.8641999999999999,0.8288000000000001,0.8827999999999999
8wcg,8,sample1,0.8835999999999998,0.8627999999999999,0.8218,0.8819999999999999
8wcg,9,sample1,0.8852,0.8612000000000001,0.8242,0.8828
8wcg,10,sample1,0.8848,0.8622000000000001,0.8144000000000001,0.8826
8wcg,11,sample1,0.8859999999999999,0.8653999999999997,0.8196000000000001,0.8832
8wcg,12,sample1,0.8850000000000001,0.8639999999999999,0.8185999999999999,0.8828000000000001
8wcg,13,sample1,0.8864,0.8704000000000001,0.8170000000000001,0.8842
8wcg,14,sample1,0.887,0.8695999999999999,0.8088,0.8837999999999999
8wcg,15,sample1,0.8874000000000001,0.8656,0.8168000000000001,0.8848
8wcg,16,sample1,0.8874000000000001,0.8678,0.8056,0.8848000000000001
8wcg,17,sample1,0.887,0.8767999999999999,0.8062,0.8845999999999999
8wcg,18,sample1,0.8872,0.8674000000000001,0.809,0.8852
8wcg,19,sample1,0.8878,0.8730000000000001,0.8046,0.8864
8wcg,20,sample1,0.8887999999999999,0.8689999999999999,0.8084,0.8862000000000001
8wcg,21,sample1,0.889,0.8708,0.8068000000000001,0.8862000000000001
8wcg,22,sample1,0.8886,0.8752,0.8055999999999999,0.8866
8wcg,23,sample1,0.889,0.8767999999999999,0.8014,0.8870000000000001
8wcg,24,sample1,0.889,0.877,0.8087999999999999,0.8874000000000001
8wcg,25,sample1,0.8884000000000002,0.8760000000000002,0.8034,0.8855999999999998
8wcg,26,sample1,0.8882000000000001,0.8724000000000001,0.8056,0.8848
8wcg,27,sample1,0.889,0.8752,0.8028,0.8864
8wcg,28,sample1,0.8888000000000001,0.8749999999999999,0.8016000000000001,0.8858
8wcg,29,sample1,0.8892,0.8736,0.7965999999999999,0.8867999999999999
8wcg,30,sample1,0.8889999999999999,0.8794,0.8019999999999999,0.8865999999999999
8wcg,31,sample1,0.8887999999999999,0.8758,0.801,0.8864
8wcg,32,sample1,0.8892,0.8794,0.8012,0.8868
8wcg,33,sample1,0.89,0.8812000000000001,0.7989999999999999,0.888
8wcg,34,sample1,0.889,0.8774000000000001,0.8001999999999999,0.8852
8wcg,35,sample1,0.8892,0.8787999999999999,0.7996,0.8862000000000001
8wcg,36,sample1,0.8894,0.88,0.7986000000000001,0.8878
8wcg,37,sample1,0.8896000000000001,0.8786,0.7956,0.8872
8wcg,38,sample1,0.8896000000000001,0.8767999999999999,0.8003999999999998,0.8876
8wcg,39,sample1,0.8894,0.8845999999999999,0.7983999999999999,0.8874
8wcg,40,sample1,0.89,0.8786,0.7963999999999999,0.8874
8ysh,1,sample1,0.9301999999999999,0.9301999999999999,0.9301999999999999,0.9301999999999999
8ysh,2,sample1,0.9336,0.9306,0.9313999999999999,0.9318000000000001
8ysh,3,sample1,0.9359999999999998,0.9305999999999999,0.9329999999999998,0.9321999999999998
8ysh,4,sample1,0.9369999999999997,0.9314,0.9325999999999999,0.9325999999999999
8ysh,5,sample1,0.9355999999999999,0.9303999999999999,0.9305999999999998,0.9318000000000001
8ysh,6,sample1,0.9363999999999999,0.9303999999999999,0.9308,0.9331999999999998
8ysh,7,sample1,0.9369999999999998,0.9301999999999999,0.9309999999999999,0.9321999999999998
8ysh,8,sample1,0.9377999999999997,0.9316,0.9329999999999998,0.9331999999999999
8ysh,9,sample1,0.9379999999999997,0.9294,0.9314,0.9333999999999999
8ysh,10,sample1,0.9391999999999997,0.9297999999999998,0.9318,0.9325999999999999
8ysh,11,sample1,0.9391999999999997,0.9298000000000001,0.9318,0.9329999999999998
